crab shanty;668625922539569152;#dinner @ The Original Crab Shanty https://t.co/byM6GVtqMC;true;
morton's the steakhouse;669583685952380928;Lunch @ Morton's The Steakhouse https://t.co/744N9TZLFQ;true;
proper west;668122491932422144;Bahahahahaha. @ Proper West https://t.co/CrbCFqw26Z;true;
proper west;668111818942865409;Reunited with our favs (side note: excuse the drunk eyes oops) ????? #amiesbirthday @ Proper West https://t.co/KGCd7INrow;true;
the johnson's;668177685600825344;Photo shoot with The Sweet Things #thesweetthings #welcometothejohnsons @ Welcome to The Johnson's https://t.co/x5zVyVVuW4;true;
the johnson's;669720123712884736;Paceman and whiskey h_fallenius ?? @ Welcome to The Johnson's https://t.co/4RZNhp7Twz;true;
the gin mill;669017173604433920;Nov. 23 - Friends + Happy Hour = Yes, please! #drinks #ginmill #stella @ The Gin Mill Bar and Grill… https://t.co/HP3OihySEX;true;
the gin mill;667937875535773696;Drinking a Mermaid Pilsner by @ConeyIslandBeer at @theginmillnyc — https://t.co/wbE3J1WPX8;true;
the gin mill;668197135985213440;Happy couple... ? #NYC #bar @ The Gin Mill Bar and Grill Resturant https://t.co/fun5RTitAH;true;
the gin mill;668577212988325888;#NinersVsSeahawks (@ The Gin Mill in New York, NY) https://t.co/DnOS7BteFh;true;
happy joy;669193306052669440;Yay @truTVjokers marathon at 6pm tonight HAPPY HAPPY JOY JOY WOOHOO ???? @SalVulcano @Joe_Gatto @BQQuinn @jamessmurray ????;false;
galeria;670001287916859392;eu hoje  nossa que escultura legal entra na galeria 30.000 dolares sai da galeria;false;
hampton inn;667819843043782656;Going to Yono's (@ Hampton Inn & Suites Albany Downtown in Albany, NY) https://t.co/d11IwpPpNN;true;
hampton inn;669163625999958018;Cafe da manhã bem #light a #brasileira! hampton Inn W 35th St #NOFILTER @… https://t.co/76j8sCoh7t;true;
hampton inn;668477778778595328;One of the three tree's I'm decorating at work ?????????? @ Hampton Inn Manhattan-Soho https://t.co/RWAvCUBJDC;true;
hampton inn;668796540681502720;Have a nice day! ? @ Hampton Inn Manhattan / Downtown / Financial District https://t.co/hfZ9RXKIh7;true;
hampton inn;668480514056200192;Tree number 2 looking very chic which is super fitting for SoHo! @ Artifakt Bar - Hampton Inn Soho https://t.co/cSV20eg2WB;true;
quaint;667524515270959104;Closing Down: Chronicling New York's quaint disappearing storefronts | The Guardian #shop #store #merchant #retro  https://t.co/JwnIBDTgce;false;
quaint;669634385499566080;I really hope this quaint local Hispanic barbershop can get me the punk haircut I'm looking for;false;
quaint;668830125149044736;@leahfinnegan and there's something sort of quaint about it, “as i recounted in The Fox's Bark, the Sparrow's Call, by book about adolescenc;false;
edison ballroom;668234091934949376;amykatzevents knows how to throw a PARTY!! ?? @ Edison Ballroom https://t.co/Znm4Y0Q2Im;true;
burnside biscuits;668470422392987648;Happy birthday Mae!!! (@ Burnside Biscuits - @burnsidebiscuit in Astoria, NY) https://t.co/7c62Zqvqfj;true;
burnside biscuits;668593617464918016;I'm at Burnside Biscuits - @burnsidebiscuit in Astoria, NY https://t.co/MFpi3ggYMx;true;
burnside biscuits;669018069998571520;Cute setup? at @burnsidebiscuit #southern #food #delicious #? @ Burnside Biscuits https://t.co/UM2RSTibUl;true;
burnside biscuits;669678633179590656;I'm at Burnside Biscuits - @burnsidebiscuit in Astoria, NY https://t.co/79oue5rI9B;true;
barilla restaurants;670276163923795969;Late breakfast (@ Barilla Restaurants - @ab_restaurant in New York, NY) https://t.co/ygku2GwQRk https://t.co/gwRGfXMthU;true;
endless summer;669313541321527296;miss spending endless summer nights with my bff??? (this picture is only… https://t.co/1u4IUB5sRA;true;
endless summer;668617111120379909;Endless Summer ? @ Endless Summer Sandwich https://t.co/V28xSoYQFM;true;
endless summer;668098505869660160;??? today: #endlesssummer •• owneys •• rockaway brewing co beers •• cocos •• djs •• fun ??? @ The… https://t.co/8P7rZ5HnkB;true;
azure;669750533050269696;Microsoft @Azure building data centers in Germany that US government can’t touch https://t.co/bqxUW9AriP #CloudComputing #privacy;false;
azure;667362837308661760;Teaching Cloud Platform University today with @frankcampise #azure #training https://t.co/tm7TN9vahY;false;
azure;669962046776193025;Any ideas why some resources do not appear in the new @Azure preview portal? e.g Azure Web App created a year ago #Azure;false;
azure;667509509426946048;From @Microsoft News #Australia: @aglenergy has energy for an exciting future: https://t.co/5uoivdITNd @Azure https://t.co/3ooS1FrsqC;false;
azure;667407055574179840;@azure @microsoft talking cloud at #angelbeat Brooklyn @itproguru https://t.co/VoCKCADUgX;false;
parker & quinn;669235189940400128;introducing: #ingoodco wine ? @ Parker & Quinn https://t.co/ew8NT8Dlmw;true;
bruno;667469835488612352;Bruno Mars New Song 2015 https://t.co/AB4EImB4aF #Bruno #Mars #Music;false;
bruno;667469493883576324;Bruno Mars All His Songs https://t.co/4F1spsVpLp #Bruno #Mars #Music;false;
bruno;667825596450246658;Bruno Mars Latest Song 2015 https://t.co/AB4EImSF2d #Bruno #Mars #Music;false;
bruno;670085124667650049;I want to dance with bruno mars so bad;false;
bruno;669604282291896320;Bruno Mars Latest Song 2015 https://t.co/0U2wNuJLvS #Bruno #Mars #Music;false;
bruno;669572010566119425;Bruno Mars List of All His Songs https://t.co/AB4EImB4aF #Bruno #Mars #Music;false;
bruno;669603464373256192;Bruno Mars #1 Song https://t.co/EE0KQquqrE #Bruno #Mars #Music;false;
bruno;669632609035657218;Bruno Mars #1 Song https://t.co/EE0KQquqrE #Bruno #Mars #Music;false;
bruno;669571676460474368;Bruno Mars Songs and Lyrics https://t.co/AB4EImB4aF #Bruno #Mars #Music;false;
bruno;668152373760663553;Bruno Mars New Song https://t.co/AB4EImB4aF #Bruno #Mars #Music;false;
crave;668537135008489472;@EvilMarguerite this is why we crave noir books from ya. That hidden rage streak of yours is creative! ?;false;
crave;669233652753108992;When you crave summer '16 only for the tailgating of country concerts.. https://t.co/l3cBpwlE5m;false;
crave;669940655100137472;@HarajukuJayme I actually respect u but don't u ever just crave fried chig.... I think about Popeyes twice a week;false;
crave;667528355730825216;Let my presence fill your spirit & my absence make you crave it;false;
crave;668451888522616832;Why do I suddenly crave Popeye's for dinner? #chickens #chickenwings… https://t.co/UwlwqqgdlT;true;
crave;668957226439176193;The only time I crave rush bowl I'm not in Boulder;false;
crave;669377467535245313;When they crave your attention and they're hot so it's not annoying >>>;false;
crave;670054467631521792;When both of yall crave sex nf >>>>>>>>;false;
crave;668278767152979968;#oystergram #crave #nyc #nyceats @ Crave Fishbar https://t.co/WQ0cCK7Paa;true;
crave;668837802184937472;They stare at me while I crave you.;false;
regal union square stadium 14;667901112196980737;It's time #mockingjaypart2 @ Regal Union Square Stadium 14 https://t.co/SURX9J7aUw;true;
regal union square stadium 14;669646613644578816;Ring the bell... It's Opening night! @ Regal Union Square Stadium 14 https://t.co/VC9GOnip3o;true;
regal union square stadium 14;667354689818750978;Screening: Mockingjay Part 2 @ Regal Union Square Stadium 14 https://t.co/JC5dwOBu7u;true;
mother burger;668143434893398016;"We feel very left out right now." @ Mother Burger https://t.co/xnSykGhkCk;true;
mother burger;669643462808047617;Breakfast...? (@ Mother Burger in New York, NY) https://t.co/w7xo8G9gow;true;
mother burger;668142893761097729;Brunch cuddle bugs. @ Mother Burger https://t.co/x1nZ2mnpLM;true;
starbucks coffee;668450097097650176;????? @ Starbucks Coffee W15th - 9Av. https://t.co/12pwwQFvb1;true;
starbucks coffee;668430875323990017;@mcharlesworth7 is that your Starbucks coffee in the background;false;
starbucks coffee;669296701988061184;My @Starbucks coffee was just made really shitty tn and I'm more upset than I should be;false;
blarney stone;667832079657275392;.@paulcubbybryant watering hole (at @Blarney Stone in New York, NY) https://t.co/Ur5fDcyCqV;true;
standings;669208212076408832;Current Political #Poll Standings https://t.co/DKeUCV6dHj #Election;false;
standings;668551415380463616;2015 NFL Predictions Standings https://t.co/aA6QjUI4xv #NFL #Football;false;
standings;669205064893014016;Current Political Poll Standings https://t.co/BlR7Yh9OZA #Election;false;
standings;670044381802577920;I mean Pumas finished first in the la liga MX standings so it's only fair they deserve la liga trophy;false;
standings;668994871617716225;@nflnetwork this game bull $&/%.If the NFL called a fair game, the standings would be a lot different. How much does #Kraft pay the #NFL?;false;
standings;670068745138761734;Updated Standings in the NFC East heading into Sunday https://t.co/cEcnW5WPed;false;
standings;667832311975534593;Current Presidential Poll Standings https://t.co/k4Ab2T1G7z #Election2017;false;
standings;669359810643644417;@easternbias My NCAA Convention rule proposal that the score of the UConn-Lowell BBall game count in the Hockey East standings was defeated.;false;
standings;667832478522957825;Current Presidential #Poll Standings https://t.co/zc8KADoq16 #Election2020;false;
standings;669208188588269569;Current Presidential #Poll Standings https://t.co/xA12SI8DxZ #Election2020;false;
kfc ;669330296093954048;Based on how slow the @kfc by my house is, I can only assume that I'm waiting for the chickens to be raised in the back room.;false;
kfc ;669448651006189568;okay so now I want potato wedges and popcorn chicken from KFC , def. going after school ???;false;
kfc ;667408529003847680;I'm at @KFC in New York, NY https://t.co/JUEIpO6D5h;true;
kfc ;668262235723182080;This KFC dinner he put on real plates by candlelight;false;
kfc ;667876150723629056;@KFCBarstool @YanksDK @nickborn24 @HerringWSJ @bzcohen KFC you realize a lot of people are actually calling him Porzingod too;false;
kfc ;669906742315253761;@kfc Happy 75th anniversary and I wish you many more;false;
kfc ;668262748921405442;She even called it KFC herself #SellingItInTheATL https://t.co/4Yd1kfi0MB;false;
kfc ;668104336673779712;@GrimsToyShow LATER TONIGHT. I AM GOING TO UPLOAD MY KFC BIRTHDAY TRIP. VERY FUNNY. PS ITS OKAY YOU DON'T GIVE ME A SHOUT OUT. I'M NOT MAD.;false;
kfc ;668159830679535616;@AKE25815447 @saqiboo7 @seagullflynorth @rajesh6363 @Crysd3 @SeymourKuntz888 @Ilenia__1992 @DrAsisAcharya @kfc https://t.co/F6SKYWPvly;false;
kfc ;669538994313560064;#kfc #fck @ KFC Chicken Popcorn https://t.co/7M2P9GlKPq;true;
fuel grill;669574842694377472;I'm at Fuel Grill and Juice Bar in New York, NY https://t.co/Fwj4aHDOSx;true;
fuel grill;668859926664622080;#80 #delicious (@ Fuel Grill & Juice Bar in New York, NY) https://t.co/7bQgjSQmMq;true;
sofia;668179172611760128;These beautiful flowers from my niece Sofia ?? https://t.co/UoqhNNZJs1;false;
sofia;668249473190125572;@SaraJBenincasa @SofiaVergara I dreamt that I married Sofia and was really bored after a few weeks.;false;
sofia;668675507052019712;@BbwSofiaRose. Sofia , your beauty is has no limits . You are my favorite distraction .;false;
sofia;669619192354729986;I'm at Sofia Wine Bar in New York, NY https://t.co/XwRYXBlDvX;true;
sofia;667792832913100800;Heading To Sofia Wedding #MIA #skyclub @ Delta Sky Club Terminal 2 - John F. Kennedy International… https://t.co/LM1UFdBQhT;true;
sofia;667678588397887488;@Charles_1944 @Morning_Joe Stopped Joe 2 years ago. Lost 35 lbs. Hair grew back and Sofia Vergara wont leave me alone. Get it?;false;
sofia;668752979298803712;All I see is "sorry guys" about Sofia Vergara getting married but like what about my feelings about Joe Manganiello being off the market..;false;
sofia;667342567286140932;Why is Christie, Santorum. Huckabee, Paul, Fiorina still pretending to run for President? As much chance of winning as I do Sofia Vergara?;false;
sofia;667901856476213248;EXCLUSIVE: Inside Sofia Vergara's Big Bucks Pre-Wedding Beauty Routine https://t.co/dcNvZfiwDA via sharethis;false;
sofia;668148536924626945;the waitress goes "american, cheddar, mozzerella, " and sofia goes "american cheddar" and she goes "american and cheddar?" and sof goes what;false;
seven one ocho;668178400473980929;#SexOnTheBlvd @marco_aon  77-20 Queens Blvd.  Elmhurst Queens, NY @ Seven One Ocho https://t.co/3d7tBObgVJ;true;
seven one ocho;668279032174264320;? Meet me for bottle specials ? @marco_aon  77-20 Queens Blvd.  Elmhurst Queens, NY @ Seven One Ocho https://t.co/eoh9cWchdq;true;
seven one ocho;668303613350060032;? @marco_aon @ Seven One Ocho https://t.co/hcZ2lbOu0p;true;
lodge;669924906461700096;I'm thankful for #basketballtwitter, my 8qt Lodge dutch oven, and Kristaps Porzingis #Thanksgiving;false;
lodge;668557183903207424;Mayor O'Dwyer with Suanhacky Lodge #49 https://t.co/QmV1O0D4al https://t.co/TCCi8NPzM8;false;
lodge;668586400556711941;Bingo night ?? @ Elks Lodge https://t.co/X4mKNWSd8g;true;
lodge;668640181478670336;ALINA LODGE is hiring! Counselor #jobs in BLAIRSTOWN Apply today https://t.co/QNTxcvRItR;true;
lodge;667410196365471744;Whiskey Cross.  Outlaw country music.  #country #outlawcountry #greenecounty @ Hammo's Brewpub & Lodge https://t.co/1EiArWYMt9;true;
lodge;669933880124796929;The dinner is in here. And no animals, just the dog show on TV. (@ The Lodge in Varysburg, NY) https://t.co/264rV7OlcL;true;
lodge;667882249359073280;Hi @hallmarkchannel Why don't you show Thomas Kinkade's  Christmas Lodge with @MichaelShanks & @erinkarpluk It's a Great Movie?;false;
lodge;667755748051558400;TGIF AMIRIGHT (@ Grand Lodge of Free & Accepted Masons of The State of New York in New York, NY) https://t.co/98k0WgXSTJ;true;
lodge;668502801648123904;I'm at Fox Hollow Salmon River Lodge in Albion, NY https://t.co/yoxYOxEPPE;true;
lodge;670034394023772161;#thanksgiving #phoenicialodge #phoenicia #campfire #fullmoon #familytime #ny @ Phoenicia Lodge https://t.co/uUown8jj6E;true;
buttermilk channel;668482507382255616;Sunday brunching with @sydneykiah ! @ Buttermilk Channel https://t.co/lBZLrD1kzJ;true;
buttermilk channel;668479611248873472;Fam. ?? #nyc @ Buttermilk Channel https://t.co/7Q2SQiZUqZ;true;
buttermilk channel;668573693921075200;Finally. Been trying to come here for years. (@ Buttermilk Channel - @buttermilkbklyn in Brooklyn, NY) https://t.co/uK2NwTeFBN;true;
buttermilk channel;668084227825627136;Saturday swag #airjordan7 #nyc @ Buttermilk Channel https://t.co/DbqgPENpat;true;
ninth street espresso;667785105008680960;But first, coffee. | 2:22 PM @ Ninth Street Espresso 10th Street https://t.co/Fmz5tk94ae;true;
ninth street espresso;669261185557004288;??? @ Ninth Street Espresso https://t.co/2ywQkPSlhy;true;
ninth street espresso;669894739617906688;Quiet Thanksgiving morning. glad you are open today… #ninthstreetespresso #thanksgiving #coffee #cafe… https://t.co/CRx6W3kK7q;true;
ninth street espresso;668615606611124224;#ninthstreetespresso @ Chelsea Market https://t.co/BtzYLFd7K2;true;
a+ chinese restaurant;670013835114319872;Currently listening to Christmas music inside a Chinese restaurant on Thanksgiving. 'merica;false;
a+ chinese restaurant;668895350770544640;When you dgaf and roll up in a Chinese restaurant https://t.co/jbMxuDDYuK;false;
a+ chinese restaurant;668895132293402625;Good stories pt1 , rolling up in a Chinese restaurant https://t.co/rBXcQ3Y9vk;false;
a+ chinese restaurant;669864573881683972;3. Turks attacked a Chinese restaurant owned by Turks to protest China. https://t.co/UNgqmLX9sM;false;
bowery meat company;669981082440368129;Thanksgiving with Greg & nobody else. (@ Bowery Meat Company in New York, NY) https://t.co/QcCm0NsWdy https://t.co/OzSFRkm4H6;true;
beer authority;669334982201106432;Dinner #beerauthority #thoughtiwasthebeerauthority (@ Beer Authority NYC - @beerauthny in New York, NY) https://t.co/MLNIn727mv;true;
beer authority;670019278620508164;Beer...and more beer!!! (@ Beer Authority NYC - @beerauthny in New York, NY) https://t.co/hPsRIymyzE;true;
beer authority;670018609591140352;#happythankgiving #yuengling @ Beer Authority NYC https://t.co/JlnvgtsVZm;true;
