diablo royale;667430253858594819;kitchen fulla nachos // future you fulla nachos?? @ Diablo Royale https://t.co/NOA2yzFx9A;true;
con sabor;667809278674137088;DAMAS y CABALLEROS, ¡Béisbol con sabor Venezolano-Dominicano! Sólo falta UN día pa' la gran Serie de Las Américas, sábado y domingo!;false;
bluebird coffee shop;667698799368867840;I'm at Bluebird Coffee Shop - @bbcsnyc in New York, NY https://t.co/XUYmO4qtGG;true;
bluebird coffee shop;668476913837596673;Coffee while I laundry (@ Bluebird Coffee Shop - @bbcsnyc in New York, NY) https://t.co/fPj3q0kFBu;true;
irving plaza;667862606288433152;VIP 4 ELO! THX @edelston (at @IrvingPlaza for Jeff Lynne's ELO in New York, NY) https://t.co/5sMzw6bFXs https://t.co/ejK9E0y3mH;true;
irving plaza;669736961314316288;I'm at @IrvingPlaza in New York, NY https://t.co/7c0Kie6pjb;true;
irving plaza;667878411596091392;#livin'thing #jefflynne #elo @ Irving Plaza https://t.co/1yPlH5CG85;true;
irving plaza;668160678440665088;Irving Plaza | New York, NY @ Irving Plaza https://t.co/zKbKJFIdKn;true;
irving plaza;667499984753983488;Here at Jesus Culture Concert in Irving Plaza waiting to start!! ?. #jesusculture #loveit #concert… https://t.co/AERW6pWmNv;true;
irving plaza;669765251068534784;@LiveMusicExp Big Boi and @Phantogram at @irvingplaza (Dec 21, 2015) https://t.co/0mMDUlAmpB;true;
irving plaza;667390961337696256;Traditional Irving plaza mirror selfie https://t.co/qWnYzKz3WY;false;
irving plaza;667874885272760320;#jefflynne #elo @ Irving Plaza https://t.co/Ye4P3jCP4S;true;
irving plaza;669580570264010752;@abx09 @IrvingPlaza @weareGTA @WaxMotif @KCamp427;false;
irving plaza;667536751653748736;Jesus culture live!! #nyc #jconenights #jesusculture @ Irving Plaza https://t.co/KgdAxLRfnb;true;
reichenbach hall;669647092491661312;Reichenbach Hall for the first time @ Reichenbach Hall https://t.co/EHMtrehlK9;true;
reichenbach hall;668188287576748033;I'm at @ReichenbachHall in New York, NY https://t.co/y8nvofcwJJ;true;
reichenbach hall;668943264507105281;I'm at @ReichenbachHall in New York, NY https://t.co/T2WSer443k;true;
american cut;668978754035798020;Let's talk about real meat: American Cut - on my new column about hotsposts on @bia_gallo - Nice… https://t.co/IZ1Fta6HVU;true;
american cut;668482103575576576;?? #clique @ American Cut https://t.co/fjXnk1qYKv;true;
american cut;669015937106972672;Monday good vibes @americancut don't miss out Monday Football. Experience… https://t.co/qgv9Q40TfK;true;
american cut;669014434078134272;They made me do it ??? #AmericanCut #Steak #notEvenTheholidays #famDinner w/ shellbell2444 manuconcas… https://t.co/TvLfOy8EnY;true;
angela's;669968655288004608;Just when I thought I got away from wine... ;false;
angela's;667400142098710528;Stunning, delicate rings by jlrockswestport at angelasinrye today. @ Angela's In Rye https://t.co/uFQch5VR0E;true;
dino;668740441421062145;Think you like dinosaurs or unicorns? You're an amateur. Meet the masters of dino dongs and uni-porn by John Rain https://t.co/OZIW9LLKFu;true;
dino;667434064102690816;@HipMrBully besides, Klosterman in Eating Dino book has great chapter on interviewing (with Errol Morris). This was not that;false;
dino;668637397073137665;@PriceHassan @rajon_celtics I paid season pass fees to watch Dino Radja, and Milt Palacios, I was AT the Milt Palacios game, at New Jersey.;false;
dino;669945745290747908;New balloon, Dino above us. Too big to get in the #selfie with us! #happythanksgiving… https://t.co/A3RZrn6YOX;true;
dino;668443131579375616;After a short sleepover in the Dino hall, back to designing. ?#HacktheDinos #hackathon #hustle https://t.co/ihh5n4R4Z3;false;
dino;667525115970744324;I live off Dino Nigga;false;
dino;667866176521961472;@Billy_Dickson Dino Nuggies over everything;false;
dino;669656286175346688;Christmas Dino ? @ American Museum of Natural History https://t.co/nq4MNdeiIt;true;
dino;669943686902497284;Stop! My Dino senses are tingling... Where is it?!!! ? #macysthanksgivingdayparade ???? @ Time Warner… https://t.co/xGInhPbtcZ;true;
dino;669905288380592128;Every balloon is an ad for something. #Sinclair's #Dino now works for #BP @ Time Warner Center https://t.co/KHa8TYAl2Z;true;
hotel pennsylvania;669677302553419776;I'm at Hotel Pennsylvania - @nyhotelpenn in New York, NY w/ @anzagaston https://t.co/OT9N65Hpko;true;
hotel pennsylvania;669344932855980032;I'm at Hotel Pennsylvania - @nyhotelpenn in New York, NY https://t.co/KZq5qUSzgx;true;
hotel pennsylvania;669317758509797376;I'm at Hotel Pennsylvania - @nyhotelpenn in New York, NY https://t.co/boHIGbqZHi;true;
hotel pennsylvania;667484563715805185;Seeing my dad again after 1 year! (@ Hotel Pennsylvania - @nyhotelpenn in New York, NY) https://t.co/AhjXq2LBhO;true;
hotel pennsylvania;669660786277670912;I'm at Hotel Pennsylvania - @nyhotelpenn in New York, NY https://t.co/gwkxsVXLnI;true;
domino's ;670032978928644097;Just ordered domino's #happythanksgiving;false;
domino's ;668510269426024450;Blessed.???????? @ Domino's Pizza https://t.co/JqVosWglB9;true;
domino's ;668671892455297029;Fuck it ordered domino's ?;false;
domino's ;668479465455026176;Yo I got a ride to an Iona college bar last night from a Domino's driver. That is top 5 most random experiences of my life.;false;
domino's ;667785081998721024;@RealMichaelKay  @ChrisCarlinSNY domino's is bad as well.;false;
domino's ;668590201099415552;#Kuririn diss game strong   ... #DBZ @ Domino's Pizza https://t.co/VBJyCrvWGg;true;
domino's ;669961437821972480;I just saw one of our neighbors order Domino's to their home. What a great thanksgiving treat! Pathetic.;false;
domino's ;668206040517877760;@LeafyIsHere domino's are alright but nothing too special   you're welcome  leafy  1v1 me   cocksucker;false;
domino's ;668560002345541632;follow this account, sometimes I make the view from hell I mean domino's look nice  https://t.co/6kHbhHSRBW;false;
continental;668433064947810304;$26 for a continental breakfast in the hotel. $13 across the road in an Irish pub for a full Scottish. #TheyKen;false;
continental;667867601058586624;Is Ice Age: Continental Drift @Drake best role ever?;false;
continental;669002071090274305;Happy bornday lillian (@ Continental in New York, NY) https://t.co/QdWSvIPFWJ;true;
continental;667863943449321473;Is Ice Age: Continental Drift @NICKIMINAJ greatest role? #babysittingdiaries;false;
continental;669534693398863873;@BI_Science No say it ain't so scientists have no clue why so ill help it's called continental shifting due to unstable tectonic plates lol;false;
continental;667870654041985024;I'm at Cafe Continental in Manhasset, NY https://t.co/vc04dYKc1T;true;
continental;668663950180024320;Rikki and I went out looking like the continental congress today;false;
continental;667447461691174913;If you buy me a replica of the continental championship belt, I'll be your slave for the rest of my life. Well.. Not really.;false;
continental;669497941929934848;@NorahODonnell You might need to ask whomever about Continental from JFK-Intercontinental. Or is it whoever? Directly, or indirectly? object;false;
continental;667425844332204032;"We have Helen Mirren! And an Australian with a continental accent! It's complete!" https://t.co/dCA48kqlL6;false;
mother's;669609614590222336;@TattooRemorseNM upstate ny! I am brining my mom to NM for Mother's Day! Loved it!!;false;
mother's;669381734845296640;Drinking a Mother's Milk by @KeeganAles at @tonicbartimessq — https://t.co/lzATb1f78W;true;
mother's;668278665524940801;#Celebrating my mother's #70th casa de #boricua arroz con gandules y ya tu sabe #PuertoRicanfood @… https://t.co/fHZ6LyYT2Q;true;
mother's;668277107324272640;A few of my mother's #grandkids out of #32 #Familytime with the #youngyouth @ New York, New York https://t.co/KyYYvTPKH2;true;
mother's;669986100979494912;I'm my mother's child #HappyThanksGiving @ New York, New York https://t.co/X5FFCvYsag;true;
mother's;668488266459586560;@annwin77 I go to my Mother's church with her sometimes. The priest spoke about banning guns and his extreme displeasure with the NRA.....;false;
mother's;667918758330126336;New York fam - my mother's wearable art  pieces will be part of a fine arts craft show taking place… https://t.co/M0vnzYLp7W;true;
mother's;667302784325173248;I don't think mother's are meant to be understood.;false;
mother's;668126388604510208;Gentle as a mother's kiss at bedtime - #ElClasico announcers on @beINSPORTS.  Awesome!!;false;
mother's;668924658624937984;Today, the Marymount community collected over 86 bins of food for The Incarcerated Mother's Program,… https://t.co/n8TnBGY69b;true;
clinton street baking company;667452512820039681;Breakie ? @ Clinton Street Baking Company https://t.co/cojvx0Z8wP;true;
clinton street baking company;669257487560871936;The berry best pancakes with a side of maple butter #clintonstreetbakingcompany #nycbrunch… https://t.co/TJJhFgjmmB;true;
mint;667388960793108480;I'll most defiantly be a mint + silver christmas housewife;false;
mint;668990114450706432;@escapistdancer mint chocolate chip please ?;false;
mint;669332079142916096;I would really appreciate some mint choco chip ice cream deliver to my bed rn;false;
mint;670066300245385216;@RoobCSN @Finky33 Lurie is laughing all the way to the bank. He is making a mint but skimping on talent. Winning means nothing to him;false;
mint;667899571570417664;PILGRIM NEW YORK.  Comme des Garcons Mint Vintage Collection pilgrimnyc.   #vintage #commesdesgarcons… https://t.co/Ssio50sIPd;true;
mint;668249913982115840;Oh? Who brings the mint juleps to the southern gentleman relaxing on his porch?  @ArkyCon @OldSoldier999 https://t.co/cae6UwrY5Y;false;
mint;669889758387113984;#NowWatching Unsung: Mint Condition;false;
mint;668201599249031168;@MPsilakis @AMNH #kefi #MPfooodie FYI I forgot the important part, MINT OLYMPUS! https://t.co/4q6pZoJr10;false;
mint;668528543572299777;PILGRIM NEW YORK.  Chanel Paris Guaranteed Authentic Mint Vintage Chanel Collection pilgrimnyc .… https://t.co/Cuc0HYGNKX;true;
mint;668132623433252864;PILGRIM NEW YORK.  Comme des Garcons Mint Vintage Collection pilgrimnyc.   #vintage #commesdesgarcons… https://t.co/ZhgiqVRMhp;true;
krispy kreme;668831892779716608;@krispykreme ooh any free donuts?  #FoodieChats  8p;false;
krispy kreme;669453073178353664;@nickjonas Start at a Krispy Kreme in/near Huntington, LI?, pls.? Pretty pretty bubble gum ice cream...64 Crayolas...BOfox/SHfox/xx/umich/HU;false;
krispy kreme;669442853223968769;Y'all there's not Krispy Kreme in New York, I recently discovered this delicious gift from God and I can't stop eating them;false;
krispy kreme;668237581834952704;My contribution to friendsgiving lol (at @KrispyKreme Doughnuts in New York, NY) https://t.co/K02Drai0cq;true;
krispy kreme;670070926747258882;@krispykreme @Panthers sounds like your kind of deal @VanessaMerrell . am I right?;false;
krispy kreme;669344944902037505;Sexiness... & diabetes @ Krispy Kreme https://t.co/9tQhjjiUsN;true;
krispy kreme;668855227429347328;@JessaKent im convinced the fire hydrant knows my one weakness: Krispy Kreme donuts. and Poverty.;false;
krispy kreme;670000025448095744;Donuts for the trip to Long Island! (at @KrispyKreme Doughnuts in New York, NY) https://t.co/XiBV1LOw8y;true;
krispy kreme;668957470392492032;I'm at @KrispyKreme Doughnuts in New York, NY https://t.co/AA7G0JTEbB;true;
krispy kreme;667535544029704193;Dragged @zach_sholes to Krispy Kreme with me at 9:00 at night and he didn't even complain... You're the best. ???;false;
gino's pizza;667490475868340224;I'm at Gino's Pizza in Elmont, NY https://t.co/LjCxRAVuuP;true;
gino's pizza;669550304036331520;I'm at Gino's Pizza in Elmont, NY https://t.co/3CL6lbRFoU;true;
gino's pizza;669605568382824448;This is what a stressful day looks like.  Lol. 3pm and I already needed a drink. @ Gino's Pizza of… https://t.co/9ao7A3qJBk;true;
bien cuit;669917650227609600;Cornetto time..... @ Bien Cuit https://t.co/EU79RIAurD;true;
yale club;667389496460075008;Color of Night. @ Yale Club of New York City https://t.co/6yZcAdHcm8;true;
yale club;667751563784515584;#hustleharderthanthem (@ Yale Club of New York City - @yaleclubnyc in New York, NY) https://t.co/pxGiCY5bg1;true;
yale club;669208934268448768;9th year in a row? #harvardyale (@ Yale Club of New York City - @yaleclubnyc in New York, NY) https://t.co/hBKKeKIWkh;true;
yale club;668961550133297153;Last night in NYC, ready for Amsterdam and Paris @COP21! @YaleClubNYC https://t.co/J8xce2HVW7;false;
yale club;667748649410158593;Second day of filming the Yale Club video. Thanks midge615 and robingnyc for starring in the lobby… https://t.co/SVL0Gz990U;true;
yale club;667422576046702592;Wings Club luncheon with guest speaker Airbus Executive Fabrice Berger (@ Yale Club of New York City - @yaleclubnyc) https://t.co/rRwkaxf8Va;true;
yale club;667389196957446145;Color of night. @ Yale Club of New York City https://t.co/Y51DcIVBi0;true;
yale club;668494270114885633;the Yale Club NYC , dr. Nader Kassim ,Birthday with the Jersey Boys live… https://t.co/9j1EN7AbCT;true;
thalia;668594879920889856;#GdlFashion @thalia  Ve siempre lo bueno de la vida, te será más fácil cada día ;false;
thalia;667368589628866561;@thalia buenos y bendecidos dias tengas querida estamos ansiosos por escucharte y verte de nuevo besos;true;
thalia;669231864876527618;Drinking a Mother's Milk by @KeeganAles @ Thalia — https://t.co/z4Me2QA8Sb;true;
thalia;669527930515677184;#thelatinexplosion en las calles de  #manhattan  @thalia tmmottola @ Times Square, New York City https://t.co/9JGONDqTaQ;true;
thalia;668597783696420865;#Aftershow #MestizoDanceCompany #FolkNYC #AFROCOLOMBIA @ Thalia Spanish… https://t.co/2NTBJWRE9g;true;
thalia;669188990839488512;Just spotted @thalia jewelry line at @Macys I just love it!;false;
thalia;667428897198383105;Nuestro primer #ChristmasTree en #NYC se lo dedicamos a @Thalia quien nos inspiró a montar el… https://t.co/x0zLT3wKkC;true;
thalia;668559236029407233;Amen hermanos, aquí se casó @thalia ??#newyorkcity #stpatrickscathedral #eresunadomestica #amen… https://t.co/bKSsR3Czr4;true;
bar veloce;668206771991928832;Just posted a photo @ Bar Veloce https://t.co/KoMuL8CutW;true;
bar veloce;668177814412091392;Experiments with Bruschetta @ Bar Veloce https://t.co/5DJ7HGoo1I;true;
bar veloce;669718302277660674;@ShanersMD we're at Bar Veloce in Terminal 5! His gf also has a pie in a Home Depot bag.;false;
bar veloce;667848610265096192;I'm at Bar Veloce in New York, NY https://t.co/wY2KGUyQ4p;true;
snowdays;669598219236745216;Always thankful for @snowdaysnyc ? @ Snowdays https://t.co/pUTT0pGGBC;true;
snowdays;668596813977403392;First time trying the one in Flushing. Gotta have the Made in Taiwan with some waffle cone! @ Snowdays https://t.co/9af7OoR2Hz;true;
snowdays;668182752974544896;He had only one request for a post show treat (@ Snowdays Shavery in New York, NY) https://t.co/xBjPtLGF8D https://t.co/jjbp3czrRd;true;
snowdays;668526858581901312;Baby, it's cold outside. So why not have some @snowdaysnyc and Yetti Tracks? Finally. @ Snowdays https://t.co/POcIES7Khu;true;
snowdays;669680207134085120;I spy mr. yeti macaroon??  #nyc #eastvillage #snowdays #nyceats #macaroons @ Snowdays https://t.co/sARDvuZrsc;true;
snowdays;669662790680903680;_doritos said it tastes like Play-Doh ... @ Snowdays https://t.co/z5gUtmR9YH;true;
snowdays;668259492333793280;I guess this is ice cream (@ Snowdays in Flushing, NY) https://t.co/Qv37sXilpJ https://t.co/FsQ4gu6YXx;true;
