"diablo royale",6.67430253858595E+17,"kitchen fulla nachos // future you fulla nachos?? @ Diablo Royale https://t.co/NOA2yzFx9A",TRUE,0
"sant ambroeus",6.67449315254739E+17,"We are going to Mars together. #OMGaggia @eglantinazingg @dg_photographer @ Sant Ambroeus SoHo https://t.co/AeCfYGexD2",TRUE,0
"67 burger",6.67887729867252E+17,"Oaxaca burger on a #glutenfree bun. #amnyeats #avocadoslices @ 67 Burger https://t.co/ZHoinWytR3",TRUE,1
crust,6.68602222469485E+17,"Life's a beach ? #glutenfree crust available for any of pizzabeach pies - #glutenfree #glutenfreegrub… https://t.co/Jxtci54Kbf",TRUE,0
crust,6.68131772220183E+17,"If you could only smell this. Fresh baked Graham crust cooling to be filled with our fresh squeezed… https://t.co/JNbMePok8J",TRUE,0
crust,6.67582064946975E+17,"@audrey1nd it's not even in the oven ://// the crust is pre-baking. I had a work thing and now I regret everything",FALSE,0
crust,6.69645780651745E+17,"@msgwenl We are making pie crust RIGHT NOW and I've never felt more love oh wait that's frustration nvm",FALSE,0
crust,6.68220216057426E+17,"If u ask someone for a piece of their poptart and they don't give you the crust that's how u know they like u",FALSE,0
crust,6.69585434272494E+17,"Some day I will figure out why the crust goes in symmetrical and comes out lopsided. I don't think it's the oven. https://t.co/rz4wGddSVy",FALSE,0
crust,6.67925968170959E+17,"Thin crust pizza is feminist shit",FALSE,0
crust,6.69232519024411E+17,"Not really. If that's the case thick crust pizza always frozen. It's just Neapolitan style vs Roman style. https://t.co/RVCUKmIEeX",FALSE,0
crust,6.69995695424803E+17,"Candied Yams ice cream pie with homemade marshmallows maple-candied pecans & snickerdoodle crust ? #vegan #3lbnyc https://t.co/PSSPxNn2tp",FALSE,0
crust,6.69213912554844E+17,"Try https://t.co/htTb5z6nsV .55 Large Pizza with New Crust #Pizza #menu",TRUE,0
shorty's,6.68492716926484E+17,"If we lose today I'm boycotting @ Shorty's NYC https://t.co/G7FO70V1VR",TRUE,1
shorty's,6.67840780640387E+17,"Puerto Rican shorty's wear dark lip liner w tattooed eyebrows",FALSE,0
shorty's,6.69595884930343E+17,"Drinking a Winter White Ale by @BellsBrewery @ Shorty's — https://t.co/UoqljNATVj",TRUE,1
shuko,6.6780746459152E+17,"Solid delivery day @shuko_nyc @ Shuko https://t.co/NV8FZTvT2Z",TRUE,0
"saigon vietnamese sandwich",6.69975060447371E+17,"Best #bahnmi in #NYC (@ Saigon Vietnamese Sandwich Deli in New York NY) https://t.co/pkUVAXePkl",TRUE,1
catch,6.68410360681075E+17,"Can't catch a break ??",FALSE,0
catch,6.67899590444761E+17,"@Diddgery it probably is I didn’t catch the name but I don’t think it’s chicken",FALSE,0
catch,6.68634034604548E+17,"you'd think people would catch on by now but they don't. so keep on going your path far exceeds theirs",FALSE,0
catch,6.68505093944291E+17,"All I know is when that abc's 25 days of Christmas marathon comes on you won't catch me out of my house for shit",FALSE,0
catch,6.68998729635099E+17,"Good looks to the close friends that didn't even wish me a happy birthday catch ya next time around I guess",FALSE,0
catch,6.68625967271641E+17,"@PrettyMill1 Catch me Tomorrow Monday 11/23/15 *8am - ON MR G's MORNING SHOW #Fire91 https://t.co/kgshQ0rtXr … … Soul Mix by #djmrswotch",FALSE,0
catch,6.6852711362082E+17,"I see and catch everything lol",FALSE,0
catch,6.68454966655386E+17,"I'm not the one to catch feelings for.",FALSE,0
catch,6.67722471085314E+17,"Idk why my boobs grew ? I'm not tryna catch my mom",FALSE,0
catch,6.67869326331019E+17,"#Pacha is gonna be a MOVIE tonight catch my bro @BailoBeatz on main stage!",FALSE,0
"the avenue",6.67958693082853E+17,"Late Night Shenanigans: On The Avenue #upperwestside #westendavenue #williamsworld #irvingberlin… https://t.co/iS0gIOuPN4",TRUE,0
"the avenue",6.68101973615383E+17,"Just posted a photo @ The Avenue Restaurant & Bar https://t.co/xv5mnzVoqy",TRUE,1
"the avenue",6.69538237883486E+17,"Playing at the Avenue today 6:30pm!",FALSE,0
"the avenue",6.68102217925132E+17,"Just posted a photo @ The Avenue Restaurant & Bar https://t.co/KnsgeNDsTQ",TRUE,1
"con sabor",6.69732411564007E+17,"Miércoles con sabor a viernes!!! #Thanksgiving ?????",FALSE,0
"con sabor",6.67809278674137E+17,"DAMAS y CABALLEROS ¡Béisbol con sabor Venezolano-Dominicano! Sólo falta UN día pa' la gran Serie de Las Américas sábado y domingo!",FALSE,0
"bluebird coffee shop",6.67698799368868E+17,"I'm at Bluebird Coffee Shop - @bbcsnyc in New York NY https://t.co/XUYmO4qtGG",TRUE,1
"bluebird coffee shop",6.68476913837597E+17,"Coffee while I laundry (@ Bluebird Coffee Shop - @bbcsnyc in New York NY) https://t.co/fPj3q0kFBu",TRUE,1
"irving plaza",6.67862606288433E+17,"VIP 4 ELO! THX @edelston (at @IrvingPlaza for Jeff Lynne's ELO in New York NY) https://t.co/5sMzw6bFXs https://t.co/ejK9E0y3mH",TRUE,1
"irving plaza",6.69736961314316E+17,"I'm at @IrvingPlaza in New York NY https://t.co/7c0Kie6pjb",TRUE,1
"irving plaza",6.67878411596091E+17,"#livin'thing #jefflynne #elo @ Irving Plaza https://t.co/1yPlH5CG85",TRUE,1
"irving plaza",6.68160678440665E+17,"Irving Plaza | New York NY @ Irving Plaza https://t.co/zKbKJFIdKn",TRUE,1
"irving plaza",6.67499984753983E+17,"Here at Jesus Culture Concert in Irving Plaza waiting to start!! ?. #jesusculture #loveit #concert… https://t.co/AERW6pWmNv",TRUE,1
"irving plaza",6.69765251068535E+17,"@LiveMusicExp Big Boi and @Phantogram at @irvingplaza (Dec 21 2015) https://t.co/0mMDUlAmpB",TRUE,1
"irving plaza",6.67390961337696E+17,"Traditional Irving plaza mirror selfie https://t.co/qWnYzKz3WY",FALSE,1
"irving plaza",6.6787488527276E+17,"#jefflynne #elo @ Irving Plaza https://t.co/Ye4P3jCP4S",TRUE,1
"irving plaza",6.69580570264011E+17,"@abx09 @IrvingPlaza @weareGTA @WaxMotif @KCamp427",FALSE,0
"irving plaza",6.67536751653749E+17,"Jesus culture live!! #nyc #jconenights #jesusculture @ Irving Plaza https://t.co/KgdAxLRfnb",TRUE,1
"reichenbach hall",6.69647092491661E+17,"Reichenbach Hall for the first time @ Reichenbach Hall https://t.co/EHMtrehlK9",TRUE,1
"reichenbach hall",6.68188287576748E+17,"I'm at @ReichenbachHall in New York NY https://t.co/y8nvofcwJJ",TRUE,1
"reichenbach hall",6.68943264507105E+17,"I'm at @ReichenbachHall in New York NY https://t.co/T2WSer443k",TRUE,1
"american cut",6.68978754035798E+17,"Let's talk about real meat: American Cut - on my new column about hotsposts on @bia_gallo - Nice… https://t.co/IZ1Fta6HVU",TRUE,1
"american cut",6.68482103575577E+17,"?? #clique @ American Cut https://t.co/fjXnk1qYKv",TRUE,1
"american cut",6.69015937106973E+17,"Monday good vibes @americancut don't miss out Monday Football. Experience… https://t.co/qgv9Q40TfK",TRUE,1
"american cut",6.69014434078134E+17,"They made me do it ??? #AmericanCut #Steak #notEvenTheholidays #famDinner w/ shellbell2444 manuconcas… https://t.co/TvLfOy8EnY",TRUE,1
angela's,6.69968655288005E+17,"Just when I thought I got away from wine...",FALSE,0
angela's,6.67400142098711E+17,"Stunning delicate rings by jlrockswestport at angelasinrye today. @ Angela's In Rye https://t.co/uFQch5VR0E",TRUE,1
dino,6.68740441421062E+17,"Think you like dinosaurs or unicorns? You're an amateur. Meet the masters of dino dongs and uni-porn by John Rain https://t.co/OZIW9LLKFu",TRUE,0
dino,6.67434064102691E+17,"@HipMrBully besides Klosterman in Eating Dino book has great chapter on interviewing (with Errol Morris). This was not that",FALSE,0
dino,6.68637397073138E+17,"@PriceHassan @rajon_celtics I paid season pass fees to watch Dino Radja and Milt Palacios I was AT the Milt Palacios game at New Jersey.",FALSE,0
dino,6.69945745290748E+17,"New balloon Dino above us. Too big to get in the #selfie with us! #happythanksgiving… https://t.co/A3RZrn6YOX",TRUE,0
dino,6.68443131579376E+17,"After a short sleepover in the Dino hall back to designing. ?#HacktheDinos #hackathon #hustle https://t.co/ihh5n4R4Z3",FALSE,0
dino,6.67525115970744E+17,"I live off Dino Nigga",FALSE,0
dino,6.67866176521961E+17,"@Billy_Dickson Dino Nuggies over everything",FALSE,0
dino,6.69656286175347E+17,"Christmas Dino ? @ American Museum of Natural History https://t.co/nq4MNdeiIt",TRUE,0
dino,6.69943686902497E+17,"Stop! My Dino senses are tingling... Where is it?!!! ? #macysthanksgivingdayparade ???? @ Time Warner… https://t.co/xGInhPbtcZ",TRUE,0
dino,6.69905288380592E+17,"Every balloon is an ad for something. #Sinclair's #Dino now works for #BP @ Time Warner Center https://t.co/KHa8TYAl2Z",TRUE,0
"hotel pennsylvania",6.6967730255342E+17,"I'm at Hotel Pennsylvania - @nyhotelpenn in New York NY w/ @anzagaston https://t.co/OT9N65Hpko",TRUE,1
"hotel pennsylvania",6.6934493285598E+17,"I'm at Hotel Pennsylvania - @nyhotelpenn in New York NY https://t.co/KZq5qUSzgx",TRUE,1
"hotel pennsylvania",6.69317758509797E+17,"I'm at Hotel Pennsylvania - @nyhotelpenn in New York NY https://t.co/boHIGbqZHi",TRUE,1
"hotel pennsylvania",6.67484563715805E+17,"Seeing my dad again after 1 year! (@ Hotel Pennsylvania - @nyhotelpenn in New York NY) https://t.co/AhjXq2LBhO",TRUE,1
"hotel pennsylvania",6.69660786277671E+17,"I'm at Hotel Pennsylvania - @nyhotelpenn in New York NY https://t.co/gwkxsVXLnI",TRUE,1
domino's,6.70032978928644E+17,"Just ordered domino's #happythanksgiving",FALSE,1
domino's,6.68510269426024E+17,"Blessed.???????? @ Domino's Pizza https://t.co/JqVosWglB9",TRUE,1
domino's,6.68671892455297E+17,"Fuck it ordered domino's ?",FALSE,1
domino's,6.68479465455026E+17,"Yo I got a ride to an Iona college bar last night from a Domino's driver. That is top 5 most random experiences of my life.",FALSE,0
domino's,6.67785081998721E+17,"@RealMichaelKay  @ChrisCarlinSNY domino's is bad as well.",FALSE,0
domino's,6.68590201099416E+17,"#Kuririn diss game strong   ... #DBZ @ Domino's Pizza https://t.co/VBJyCrvWGg",TRUE,1
domino's,6.69961437821972E+17,"I just saw one of our neighbors order Domino's to their home. What a great thanksgiving treat! Pathetic.",FALSE,0
domino's,6.68206040517878E+17,"@LeafyIsHere domino's are alright but nothing too special   you're welcome  leafy  1v1 me   cocksucker",FALSE,0
domino's,6.68560002345542E+17,"follow this account sometimes I make the view from hell I mean domino's look nice  https://t.co/6kHbhHSRBW",FALSE,0
continental,6.6843306494781E+17,"$26 for a continental breakfast in the hotel. $13 across the road in an Irish pub for a full Scottish. #TheyKen",FALSE,0
continental,6.67867601058587E+17,"Is Ice Age: Continental Drift @Drake best role ever?",FALSE,0
continental,6.69002071090274E+17,"Happy bornday lillian (@ Continental in New York NY) https://t.co/QdWSvIPFWJ",TRUE,1
continental,6.67863943449321E+17,"Is Ice Age: Continental Drift @NICKIMINAJ greatest role? #babysittingdiaries",FALSE,0
continental,6.69534693398864E+17,"@BI_Science No say it ain't so scientists have no clue why so ill help it's called continental shifting due to unstable tectonic plates lol",FALSE,0
continental,6.67870654041985E+17,"I'm at Cafe Continental in Manhasset NY https://t.co/vc04dYKc1T",TRUE,1
continental,6.68663950180024E+17,"Rikki and I went out looking like the continental congress today",FALSE,0
continental,6.67447461691175E+17,"If you buy me a replica of the continental championship belt I'll be your slave for the rest of my life. Well.. Not really.",FALSE,0
continental,6.69497941929935E+17,"@NorahODonnell You might need to ask whomever about Continental from JFK-Intercontinental. Or is it whoever? Directly or indirectly? object",FALSE,0
continental,6.67425844332204E+17,"We have Helen Mirren! And an Australian with a continental accent! It's complete! https://t.co/dCA48kqlL6",FALSE,0
mother's,6.69609614590222E+17,"@TattooRemorseNM upstate ny! I am brining my mom to NM for Mother's Day! Loved it!!",FALSE,0
mother's,6.69381734845297E+17,"Drinking a Mother's Milk by @KeeganAles at @tonicbartimessq — https://t.co/lzATb1f78W",TRUE,0
mother's,6.68278665524941E+17,"#Celebrating my mother's #70th casa de #boricua arroz con gandules y ya tu sabe #PuertoRicanfood @… https://t.co/fHZ6LyYT2Q",TRUE,0
mother's,6.68277107324273E+17,"A few of my mother's #grandkids out of #32 #Familytime with the #youngyouth @ New York New York https://t.co/KyYYvTPKH2",TRUE,0
mother's,6.69986100979495E+17,"I'm my mother's child #HappyThanksGiving @ New York New York https://t.co/X5FFCvYsag",TRUE,0
mother's,6.68488266459587E+17,"@annwin77 I go to my Mother's church with her sometimes. The priest spoke about banning guns and his extreme displeasure with the NRA.....",FALSE,0
mother's,6.67918758330126E+17,"New York fam - my mother's wearable art  pieces will be part of a fine arts craft show taking place… https://t.co/M0vnzYLp7W",TRUE,0
mother's,6.67302784325173E+17,"I don't think mother's are meant to be understood.",FALSE,0
mother's,6.6812638860451E+17,"Gentle as a mother's kiss at bedtime - #ElClasico announcers on @beINSPORTS.  Awesome!!",FALSE,0
mother's,6.68924658624938E+17,"Today the Marymount community collected over 86 bins of food for The Incarcerated Mother's Program… https://t.co/n8TnBGY69b",TRUE,0
"clinton street baking company",6.6745251282004E+17,"Breakie ? @ Clinton Street Baking Company https://t.co/cojvx0Z8wP",TRUE,1
"clinton street baking company",6.69257487560872E+17,"The berry best pancakes with a side of maple butter #clintonstreetbakingcompany #nycbrunch… https://t.co/TJJhFgjmmB",TRUE,1
mint,6.67388960793108E+17,"I'll most defiantly be a mint + silver christmas housewife",FALSE,0
mint,6.68990114450706E+17,"@escapistdancer mint chocolate chip please ?",FALSE,0
mint,6.69332079142916E+17,"I would really appreciate some mint choco chip ice cream deliver to my bed rn",FALSE,0
mint,6.70066300245385E+17,"@RoobCSN @Finky33 Lurie is laughing all the way to the bank. He is making a mint but skimping on talent. Winning means nothing to him",FALSE,0
mint,6.67899571570418E+17,"PILGRIM NEW YORK.  Comme des Garcons Mint Vintage Collection pilgrimnyc.   #vintage #commesdesgarcons… https://t.co/Ssio50sIPd",TRUE,0
mint,6.68249913982116E+17,"Oh? Who brings the mint juleps to the southern gentleman relaxing on his porch?  @ArkyCon @OldSoldier999 https://t.co/cae6UwrY5Y",FALSE,0
mint,6.69889758387114E+17,"#NowWatching Unsung: Mint Condition",FALSE,0
mint,6.68201599249031E+17,"@MPsilakis @AMNH #kefi #MPfooodie FYI I forgot the important part MINT OLYMPUS! https://t.co/4q6pZoJr10",FALSE,0
mint,6.685285435723E+17,"PILGRIM NEW YORK.  Chanel Paris Guaranteed Authentic Mint Vintage Chanel Collection pilgrimnyc .… https://t.co/Cuc0HYGNKX",TRUE,0
mint,6.68132623433253E+17,"PILGRIM NEW YORK.  Comme des Garcons Mint Vintage Collection pilgrimnyc.   #vintage #commesdesgarcons… https://t.co/ZhgiqVRMhp",TRUE,0
"krispy kreme",6.68831892779717E+17,"@krispykreme ooh any free donuts?  #FoodieChats  8p",FALSE,0
"krispy kreme",6.69453073178354E+17,"@nickjonas Start at a Krispy Kreme in/near Huntington LI? pls.? Pretty pretty bubble gum ice cream...64 Crayolas...BOfox/SHfox/xx/umich/HU",FALSE,0
"krispy kreme",6.69442853223969E+17,"Y'all there's not Krispy Kreme in New York I recently discovered this delicious gift from God and I can't stop eating them",FALSE,0
"krispy kreme",6.68237581834953E+17,"My contribution to friendsgiving lol (at @KrispyKreme Doughnuts in New York NY) https://t.co/K02Drai0cq",TRUE,1
"krispy kreme",6.70070926747259E+17,"@krispykreme @Panthers sounds like your kind of deal @VanessaMerrell . am I right?",FALSE,0
"krispy kreme",6.69344944902038E+17,"Sexiness... & diabetes @ Krispy Kreme https://t.co/9tQhjjiUsN",TRUE,1
"krispy kreme",6.68855227429347E+17,"@JessaKent im convinced the fire hydrant knows my one weakness: Krispy Kreme donuts. and Poverty.",FALSE,0
"krispy kreme",6.70000025448096E+17,"Donuts for the trip to Long Island! (at @KrispyKreme Doughnuts in New York NY) https://t.co/XiBV1LOw8y",TRUE,1
"krispy kreme",6.68957470392492E+17,"I'm at @KrispyKreme Doughnuts in New York NY https://t.co/AA7G0JTEbB",TRUE,1
"krispy kreme",6.67535544029704E+17,"Dragged @zach_sholes to Krispy Kreme with me at 9:00 at night and he didn't even complain... You're the best. ???",FALSE,1
"gino's pizza",6.6749047586834E+17,"I'm at Gino's Pizza in Elmont NY https://t.co/LjCxRAVuuP",TRUE,1
"gino's pizza",6.69550304036332E+17,"I'm at Gino's Pizza in Elmont NY https://t.co/3CL6lbRFoU",TRUE,1
"gino's pizza",6.69605568382824E+17,"This is what a stressful day looks like.  Lol. 3pm and I already needed a drink. @ Gino's Pizza of… https://t.co/9ao7A3qJBk",TRUE,1
"bien cuit",6.6991765022761E+17,"Cornetto time..... @ Bien Cuit https://t.co/EU79RIAurD",TRUE,1
"yale club",6.67389496460075E+17,"Color of Night. @ Yale Club of New York City https://t.co/6yZcAdHcm8",TRUE,1
"yale club",6.67751563784516E+17,"#hustleharderthanthem (@ Yale Club of New York City - @yaleclubnyc in New York NY) https://t.co/pxGiCY5bg1",TRUE,1
"yale club",6.69208934268449E+17,"9th year in a row? #harvardyale (@ Yale Club of New York City - @yaleclubnyc in New York NY) https://t.co/hBKKeKIWkh",TRUE,1
"yale club",6.68961550133297E+17,"Last night in NYC ready for Amsterdam and Paris @COP21! @YaleClubNYC https://t.co/J8xce2HVW7",FALSE,1
"yale club",6.67748649410159E+17,"Second day of filming the Yale Club video. Thanks midge615 and robingnyc for starring in the lobby… https://t.co/SVL0Gz990U",TRUE,0
"yale club",6.67422576046703E+17,"Wings Club luncheon with guest speaker Airbus Executive Fabrice Berger (@ Yale Club of New York City - @yaleclubnyc) https://t.co/rRwkaxf8Va",TRUE,0
"yale club",6.67389196957446E+17,"Color of night. @ Yale Club of New York City https://t.co/Y51DcIVBi0",TRUE,1
"yale club",6.68494270114886E+17,"the Yale Club NYC  dr. Nader Kassim Birthday with the Jersey Boys live… https://t.co/9j1EN7AbCT",TRUE,0
thalia,6.6859487992089E+17,"#GdlFashion @thalia  Ve siempre lo bueno de la vida te será más fácil cada día",FALSE,0
thalia,6.67368589628867E+17,"@thalia buenos y bendecidos dias tengas querida estamos ansiosos por escucharte y verte de nuevo besos",TRUE,0
thalia,6.69231864876528E+17,"Drinking a Mother's Milk by @KeeganAles @ Thalia — https://t.co/z4Me2QA8Sb",TRUE,1
thalia,6.69527930515677E+17,"#thelatinexplosion en las calles de  #manhattan  @thalia tmmottola @ Times Square New York City https://t.co/9JGONDqTaQ",TRUE,0
thalia,6.68597783696421E+17,"#Aftershow #MestizoDanceCompany #FolkNYC #AFROCOLOMBIA @ Thalia Spanish… https://t.co/2NTBJWRE9g",TRUE,0
